issue_date	mutual_fund_name	name_of_issuer	cusip	number_of_shares
2012-11-07	ADVANCE_CAPITAL_I_INC	AFLAC, INC.	001055102  	17,900
2012-11-07	ADVANCE_CAPITAL_I_INC	AGCO CO	001084102  	9,800
2012-11-07	ADVANCE_CAPITAL_I_INC	ARTHUR GALLAGHER CO	363576109  	16,800
2012-11-07	ADVANCE_CAPITAL_I_INC	ALBEMARLE CORP	012653101  	9,000
2012-11-07	ADVANCE_CAPITAL_I_INC	ALASKA AIR GROUP	011659109  	7,100
2012-11-07	ADVANCE_CAPITAL_I_INC	ALLSTATE CORP	020002101  	7,900
2012-11-07	ADVANCE_CAPITAL_I_INC	AMETEK INC	031100100  	24,100
2012-11-07	ADVANCE_CAPITAL_I_INC	AFFILIATED MANAGERSGROUP	008252108  	5,100
2012-11-07	ADVANCE_CAPITAL_I_INC	AMGEN, INC.*	031162100  	11,254
2012-11-07	ADVANCE_CAPITAL_I_INC	ANSYS INC.	03662Q105  	9,200
2012-11-07	ADVANCE_CAPITAL_I_INC	APACHE CORPORATION	037411105  	15,531
2012-11-07	ADVANCE_CAPITAL_I_INC	ALEXANDRIA REAL EST	015271109  	6,200
2012-11-07	ADVANCE_CAPITAL_I_INC	ARROW ELECTRONIC	042735100  	11,100
2012-11-07	ADVANCE_CAPITAL_I_INC	ASSOCIATED BANC-CORP	045487105  	17,600
2012-11-07	ADVANCE_CAPITAL_I_INC	ASHLAND INC.	044209104  	7,500
2012-11-07	ADVANCE_CAPITAL_I_INC	ASCENA RETAIL GROUP	04351G101  	32,650
2012-11-07	ADVANCE_CAPITAL_I_INC	ATMEL CORPORATION	049513104  	44,700
2012-11-07	ADVANCE_CAPITAL_I_INC	APTAR GROUP INC.	038336103  	6,700
2012-11-07	ADVANCE_CAPITAL_I_INC	ATWOOD OCEANICS INC	050095108  	5,800
2012-11-07	ADVANCE_CAPITAL_I_INC	AVNET INC	053807103  	14,400
2012-11-07	ADVANCE_CAPITAL_I_INC	AMERICAN EXPRESS COMPANY	025816109  	11,100
2012-11-07	ADVANCE_CAPITAL_I_INC	BANK OF AMERICA CORP	060505104  	26,825
2012-11-07	ADVANCE_CAPITAL_I_INC	BED BATH & BEYOND, INC.*	075896100  	13,850
2012-11-07	ADVANCE_CAPITAL_I_INC	BECTON DICKINSON &CO	075887109  	4,300
2012-11-07	ADVANCE_CAPITAL_I_INC	BE AEROSPACE INC	073302101  	10,700
2012-11-07	ADVANCE_CAPITAL_I_INC	FRANKLIN RESOURCES,INC.	354613101  	5,100
2012-11-07	ADVANCE_CAPITAL_I_INC	BAKER HUGHES INC.	057224107  	16,000
2012-11-07	ADVANCE_CAPITAL_I_INC	BANK OF NEW YORK COMPANY, INC.	064058100  	38,100
2012-11-07	ADVANCE_CAPITAL_I_INC	BLACKROCK INC	09247X101  	3,200
2012-11-07	ADVANCE_CAPITAL_I_INC	BRISTOL-MYERS SQUIBBCOMPANY	110122108  	7,534
2012-11-07	ADVANCE_CAPITAL_I_INC	BANK OF HAWAII CORP	062540109  	4,600
2012-11-07	ADVANCE_CAPITAL_I_INC	BRE PROPERTIES INC	05564E106  	7,700
2012-11-07	ADVANCE_CAPITAL_I_INC	BERKSHIRE HATHAWAY I	084670702  	3,955
2012-11-07	ADVANCE_CAPITAL_I_INC	BROWN & BROWN INC	115236101  	12,000
2012-11-07	ADVANCE_CAPITAL_I_INC	PEABODY ENERGY	704549104  	18,300
2012-11-07	ADVANCE_CAPITAL_I_INC	CITIGROUP, INC.	172967424  	7,266
2012-11-07	ADVANCE_CAPITAL_I_INC	CARDINAL HEALTH, INC..	14149Y108  	22,500
2012-11-07	ADVANCE_CAPITAL_I_INC	CATERPILLER INC.	149123101  	10,900
2012-11-07	ADVANCE_CAPITAL_I_INC	CBOE HOLDINGS INC	12503M108  	8,900
2012-11-07	ADVANCE_CAPITAL_I_INC	COMMERCE BANCSHARES	200525103  	8,400
2012-11-07	ADVANCE_CAPITAL_I_INC	CADENCE DESIGN SYSTEMS, INC.	127387108  	27,500
2012-11-07	ADVANCE_CAPITAL_I_INC	CELGENE CORP.	151020104  	8,000
2012-11-07	ADVANCE_CAPITAL_I_INC	CERNER CORP	156782104  	3,600
2012-11-07	ADVANCE_CAPITAL_I_INC	CHURCH & DWIGHT INC	171340102  	19,250
2012-11-07	ADVANCE_CAPITAL_I_INC	CHICO'S FAS INC.	168615102  	16,600
2012-11-07	ADVANCE_CAPITAL_I_INC	CLEAN HARBORS INC	184496107  	6,800
2012-11-07	ADVANCE_CAPITAL_I_INC	COMMERICAL METALS CO	201723103  	11,800
2012-11-07	ADVANCE_CAPITAL_I_INC	COMCAST CORP	20030N101  	25,600
2012-11-07	ADVANCE_CAPITAL_I_INC	CHIPOTLE MEXICANGRILL	169656105  	1,000
2012-11-07	ADVANCE_CAPITAL_I_INC	Cummins Inc	231021106  	6,000
2012-11-07	ADVANCE_CAPITAL_I_INC	CINEMARK HOLDINGS IN	17243V102  	14,700
2012-11-07	ADVANCE_CAPITAL_I_INC	CON-WAY INC.	205944101  	9,700
2012-11-07	ADVANCE_CAPITAL_I_INC	CAPITAL ONE FINANCIAL CORP	14040H105  	16,911
2012-11-07	ADVANCE_CAPITAL_I_INC	COOPER COS INC	216648402  	4,700
2012-11-07	ADVANCE_CAPITAL_I_INC	CONOCOPHILLIPS	20825C104  	4,300
2012-11-07	ADVANCE_CAPITAL_I_INC	COSTCO	22160K105  	3,300
2012-11-07	ADVANCE_CAPITAL_I_INC	COVIDIEN PLC.	G2554F113  	11,500
2012-11-07	ADVANCE_CAPITAL_I_INC	Copart Inc	217204106  	6,900
2012-11-07	ADVANCE_CAPITAL_I_INC	CAMDEN PPTY TRSH	133131102  	10,200
2012-11-07	ADVANCE_CAPITAL_I_INC	COMPUWARE CORP	205638109  	22,700
2012-11-07	ADVANCE_CAPITAL_I_INC	CREE INC.	225447101  	8,200
2012-11-07	ADVANCE_CAPITAL_I_INC	CHARLES RIVER LABORATORIES	159864107  	7,900
2012-11-07	ADVANCE_CAPITAL_I_INC	CARPENTER TECHNOLOGY	144285103  	6,600
2012-11-07	ADVANCE_CAPITAL_I_INC	CISCO	17275R102  	65,716
2012-11-07	ADVANCE_CAPITAL_I_INC	CARLISLE COS. INC.	142339100  	4,000
2012-11-07	ADVANCE_CAPITAL_I_INC	COINSTAR INC.	19259P300  	12,200
2012-11-07	ADVANCE_CAPITAL_I_INC	CSX Corp	126408103  	32,000
2012-11-07	ADVANCE_CAPITAL_I_INC	CATAMARAN CORP	148887102  	9,710
2012-11-07	ADVANCE_CAPITAL_I_INC	COVANCE INC.	222816100  	5,600
2012-11-07	ADVANCE_CAPITAL_I_INC	CVS CORPORATION	126650100  	25,750
2012-11-07	ADVANCE_CAPITAL_I_INC	CHEVRON TEXACO CORP.	166764100  	14,873
2012-11-07	ADVANCE_CAPITAL_I_INC	CORRECTIONS CORP	22025Y407  	9,800
2012-11-07	ADVANCE_CAPITAL_I_INC	CYPRESS SEMI.	232806109  	14,000
2012-11-07	ADVANCE_CAPITAL_I_INC	COMMUNITY HEALTH SYS	203668108  	11,100
2012-11-07	ADVANCE_CAPITAL_I_INC	CITY NATIONAL CORPORATION	178566105  	4,700
2012-11-07	ADVANCE_CAPITAL_I_INC	DARLING INTL INC	237266101  	41,000
2012-11-07	ADVANCE_CAPITAL_I_INC	DONALDSON COMPANY, INC.	257651109  	13,900
2012-11-07	ADVANCE_CAPITAL_I_INC	DELL COMPUTER	24702R101  	22,197
2012-11-07	ADVANCE_CAPITAL_I_INC	DANAHER CORPORATION	235851102  	11,500
2012-11-07	ADVANCE_CAPITAL_I_INC	DISNEY, WALT COMPANY	254687106  	13,100
2012-11-07	ADVANCE_CAPITAL_I_INC	DICK'S SPORTING GOOD	253393102  	7,400
2012-11-07	ADVANCE_CAPITAL_I_INC	DOLLAR TREE INC	256746108  	21,800
2012-11-07	ADVANCE_CAPITAL_I_INC	DRESSER-RAND GROUP	261608103  	7,600
2012-11-07	ADVANCE_CAPITAL_I_INC	DUKE REALTY INVESTMENTS, INC.	264411505  	27,000
2012-11-07	ADVANCE_CAPITAL_I_INC	DRIL-QUIP INC	262037104  	3,700
2012-11-07	ADVANCE_CAPITAL_I_INC	DEVON ENERGY CORPORATION	25179M103  	15,839
2012-11-07	ADVANCE_CAPITAL_I_INC	BRINKER INTERNATIONA	109641100  	7,500
2012-11-07	ADVANCE_CAPITAL_I_INC	ENERGEN CORPCOM	29265N108  	7,200
2012-11-07	ADVANCE_CAPITAL_I_INC	EMC CORPORATION - MA	268648102  	37,656
2012-11-07	ADVANCE_CAPITAL_I_INC	EMERSON ELECTRIC COMPANY	291011104  	12,300
2012-11-07	ADVANCE_CAPITAL_I_INC	ENDO PHARMACEUTICALS	29264F205  	55,900
2012-11-07	ADVANCE_CAPITAL_I_INC	ENERGIZER HOLDINGS	29266R108  	7,900
2012-11-07	ADVANCE_CAPITAL_I_INC	EQUINIX INC	29444U502  	3,500
2012-11-07	ADVANCE_CAPITAL_I_INC	ESSEX PROPERTY TRUST	297178105  	4,500
2012-11-07	ADVANCE_CAPITAL_I_INC	EATON VANCE CORPORATION	278265103  	11,300
2012-11-07	ADVANCE_CAPITAL_I_INC	EDWARDS LIFESCIENCESCORP	28176E108  	6,400
2012-11-07	ADVANCE_CAPITAL_I_INC	EAST-WEST BANCORP INC	27579R104  	14,400
2012-11-07	ADVANCE_CAPITAL_I_INC	FASTENAL CO	311900104  	10,650
2012-11-07	ADVANCE_CAPITAL_I_INC	FORTUNE BRANDS HOME& SECURITIES	34964C106  	16,200
2012-11-07	ADVANCE_CAPITAL_I_INC	FIRST CASH FINANCIAL	31942D107  	11,200
2012-11-07	ADVANCE_CAPITAL_I_INC	Freeport-McMoRan	35671D857  	20,674
2012-11-07	ADVANCE_CAPITAL_I_INC	FACTSET RESEARCH SYS	303075105  	5,400
2012-11-07	ADVANCE_CAPITAL_I_INC	FEDEX CORPORATION	31428X106  	10,600
2012-11-07	ADVANCE_CAPITAL_I_INC	F5 NETWORKS INC	315616102  	10,100
2012-11-07	ADVANCE_CAPITAL_I_INC	FIDELITY NATL INFORM	31620M106  	18,000
2012-11-07	ADVANCE_CAPITAL_I_INC	FOOT LOCKER INCCOM	344849104  	8,600
2012-11-07	ADVANCE_CAPITAL_I_INC	FLOWERS FOODS INC	343498101  	11,600
2012-11-07	ADVANCE_CAPITAL_I_INC	FLUOR CORP	343412102  	21,680
2012-11-07	ADVANCE_CAPITAL_I_INC	FIDELITY NATIONAL	31620R105  	11,400
2012-11-07	ADVANCE_CAPITAL_I_INC	FIRST NIAGARA FINANC	33582V108  	51,200
2012-11-07	ADVANCE_CAPITAL_I_INC	FULTON FINANCIAL COR	360271100  	20,900
2012-11-07	ADVANCE_CAPITAL_I_INC	GENERAL DYNAMICS CORPORATION	369550108  	4,800
2012-11-07	ADVANCE_CAPITAL_I_INC	GARDNER DENVER MACHY	365558105  	4,900
2012-11-07	ADVANCE_CAPITAL_I_INC	GENERAL ELECTRIC COMPANY	369604103  	31,200
2012-11-07	ADVANCE_CAPITAL_I_INC	GRACO INC	384109104  	5,900
2012-11-07	ADVANCE_CAPITAL_I_INC	GILEAD SCIENCES, INC..	375558103  	9,160
2012-11-07	ADVANCE_CAPITAL_I_INC	GENERAL MILLS, INC.	370334104  	12,200
2012-11-07	ADVANCE_CAPITAL_I_INC	GREEN MTN COFFEE	393122106  	12,800
2012-11-07	ADVANCE_CAPITAL_I_INC	GENTEX CORP.	371901109  	10,000
2012-11-07	ADVANCE_CAPITAL_I_INC	GOOGLE	38259P508  	1,669
2012-11-07	ADVANCE_CAPITAL_I_INC	GLOBAL PAYMENTS INC	37940X102  	7,900
2012-11-07	ADVANCE_CAPITAL_I_INC	HANCOCK HOLDING CO	410120109  	8,700
2012-11-07	ADVANCE_CAPITAL_I_INC	HANESBRAND INC	410345102  	10,100
2012-11-07	ADVANCE_CAPITAL_I_INC	HCC Insurance Hldgs..	404132102  	10,000
2012-11-07	ADVANCE_CAPITAL_I_INC	HOME DEPOT	437076102  	5,100
2012-11-07	ADVANCE_CAPITAL_I_INC	HAWAIIAN ELECTRIC INDUSTRIES, INC.	419870100  	9,800
2012-11-07	ADVANCE_CAPITAL_I_INC	HOLLYFRONTIER CORP	436106108  	20,300
2012-11-07	ADVANCE_CAPITAL_I_INC	HERBALIFE LTD	G4412G101  	17,800
2012-11-07	ADVANCE_CAPITAL_I_INC	HELIX ENERGYSOLUTIONS GROUP	42330P107  	9,900
2012-11-07	ADVANCE_CAPITAL_I_INC	HEALTH MANAGEMENT AS	421933102  	34,200
2012-11-07	ADVANCE_CAPITAL_I_INC	HOME PROPERTIES INC	437306103  	5,100
2012-11-07	ADVANCE_CAPITAL_I_INC	HOLOGIC INC	436440101  	26,700
2012-11-07	ADVANCE_CAPITAL_I_INC	HELMERICH & PAYNE	423452101  	17,600
2012-11-07	ADVANCE_CAPITAL_I_INC	HILLSHIRE BRANDS CO	432589109  	7,500
2012-11-07	ADVANCE_CAPITAL_I_INC	HENRY SCHEIN INC.	806407102  	6,000
2012-11-07	ADVANCE_CAPITAL_I_INC	HSN INC.	404303109  	3,800
2012-11-07	ADVANCE_CAPITAL_I_INC	HUBBELL INC	443510201  	5,400
2012-11-07	ADVANCE_CAPITAL_I_INC	IBM	459200101  	5,750
2012-11-07	ADVANCE_CAPITAL_I_INC	IDEXX LABORATORIES	45168D104  	4,200
2012-11-07	ADVANCE_CAPITAL_I_INC	IDEX CORPORATION	45167R104  	8,300
2012-11-07	ADVANCE_CAPITAL_I_INC	INFORMATICA CORP	45666Q102  	6,600
2012-11-07	ADVANCE_CAPITAL_I_INC	INGREDION INC.	457187102  	16,550
2012-11-07	ADVANCE_CAPITAL_I_INC	WORLD FUEL SERVICES	981475106  	14,500
2012-11-07	ADVANCE_CAPITAL_I_INC	INTEL	458140100  	59,705
2012-11-07	ADVANCE_CAPITAL_I_INC	GARTNER INCCOM	366651107  	9,400
2012-11-07	ADVANCE_CAPITAL_I_INC	ITT INDUSTRIES INC.	450911201  	9,600
2012-11-07	ADVANCE_CAPITAL_I_INC	ILLINOIS TOOL WORKS	452308109  	5,100
2012-11-07	ADVANCE_CAPITAL_I_INC	HUNT J B TRANS SVCS	445658107  	5,200
2012-11-07	ADVANCE_CAPITAL_I_INC	JETBLUE AIRWAYS CORP	477143101  	22,900
2012-11-07	ADVANCE_CAPITAL_I_INC	JOHNSON CONTROLS INC	478366107  	16,600
2012-11-07	ADVANCE_CAPITAL_I_INC	JACK HENRY & ASSOC.	426281101  	8,400
2012-11-07	ADVANCE_CAPITAL_I_INC	JONES LANG LASALLE,INC.	48020Q107  	6,600
2012-11-07	ADVANCE_CAPITAL_I_INC	JOHNSON & JOHNSON	478160104  	39,557
2012-11-07	ADVANCE_CAPITAL_I_INC	JOY GLOBAL INC	481165108  	10,250
2012-11-07	ADVANCE_CAPITAL_I_INC	JP MORGAN CHASE & CO..	46625H100  	9,110
2012-11-07	ADVANCE_CAPITAL_I_INC	WILEY JOHN & SONS	968223206  	7,300
2012-11-07	ADVANCE_CAPITAL_I_INC	KBR INC	48242W106  	19,100
2012-11-07	ADVANCE_CAPITAL_I_INC	KIRBY CORPCOM	497266106  	5,700
2012-11-07	ADVANCE_CAPITAL_I_INC	KIMBERLY-CLARK CORPORATION	494368103  	12,400
2012-11-07	ADVANCE_CAPITAL_I_INC	KENNAMETAL INC	489170100  	7,900
2012-11-07	ADVANCE_CAPITAL_I_INC	COCA COLA	191216100  	17,000
2012-11-07	ADVANCE_CAPITAL_I_INC	KRAFT FOODS GROUP	50076Q106  	18,366
2012-11-07	ADVANCE_CAPITAL_I_INC	KOHLS CORPORATION	500255104  	18,200
2012-11-07	ADVANCE_CAPITAL_I_INC	KANSAS CITY SOUTHERN	485170302  	10,900
2012-11-07	ADVANCE_CAPITAL_I_INC	LOEWS CORP	540424108  	7,026
2012-11-07	ADVANCE_CAPITAL_I_INC	LEAR CORP	521865204  	6,190
2012-11-07	ADVANCE_CAPITAL_I_INC	LINCOLN ELECTRIC	533900106  	8,400
2012-11-07	ADVANCE_CAPITAL_I_INC	LENNOX INTERNATIONAL	526107107  	4,700
2012-11-07	ADVANCE_CAPITAL_I_INC	LKQ CORPCOM	501889208  	24,000
2012-11-07	ADVANCE_CAPITAL_I_INC	L-3 COMMUNICATIONS	502424104  	3,518
2012-11-07	ADVANCE_CAPITAL_I_INC	LILLY (ELI)	532457108  	11,738
2012-11-07	ADVANCE_CAPITAL_I_INC	Liberty Media Corp.	530322106  	2,949
2012-11-07	ADVANCE_CAPITAL_I_INC	ALLIANT ENERGY CORP	018802108  	11,000
2012-11-07	ADVANCE_CAPITAL_I_INC	LIBERTY PPTY TRSH	531172104  	12,000
2012-11-07	ADVANCE_CAPITAL_I_INC	LANDSTAR SYSTEM INC	515098101  	4,700
2012-11-07	ADVANCE_CAPITAL_I_INC	LIFE TIME FITNESS	53217R207  	4,400
2012-11-07	ADVANCE_CAPITAL_I_INC	MACERICH COCOM	554382101  	13,200
2012-11-07	ADVANCE_CAPITAL_I_INC	MANPOWER INCORPORATED	56418H100  	8,000
2012-11-07	ADVANCE_CAPITAL_I_INC	MATTEL, INC.	577081102  	8,600
2012-11-07	ADVANCE_CAPITAL_I_INC	MCDONALD'S CORPORATION	580135101  	3,600
2012-11-07	ADVANCE_CAPITAL_I_INC	MICROS SYSTEMS INC	594901100  	8,100
2012-11-07	ADVANCE_CAPITAL_I_INC	MEDNAX INC	58502B106  	3,300
2012-11-07	ADVANCE_CAPITAL_I_INC	MONDELEZ INTERNATION	609207105  	58,700
2012-11-07	ADVANCE_CAPITAL_I_INC	MEDTRONIC INC.	585055106  	15,500
2012-11-07	ADVANCE_CAPITAL_I_INC	MDU RES GROUP INC	552690109  	19,100
2012-11-07	ADVANCE_CAPITAL_I_INC	MOHAWK INDUSTRIES	608190104  	5,800
2012-11-07	ADVANCE_CAPITAL_I_INC	MILLER HERMAN INC	600544100  	11,500
2012-11-07	ADVANCE_CAPITAL_I_INC	3M CO.	88579Y101  	3,550
2012-11-07	ADVANCE_CAPITAL_I_INC	ALTRIA GROUP INC.IES, INC.	02209S103  	47,002
2012-11-07	ADVANCE_CAPITAL_I_INC	MARATHON PETROLEUM	56585A102  	10,200
2012-11-07	ADVANCE_CAPITAL_I_INC	MERCK & COMPANY, INC..	58933Y105  	42,800
2012-11-07	ADVANCE_CAPITAL_I_INC	MARATHON OIL CORP..	565849106  	20,000
2012-11-07	ADVANCE_CAPITAL_I_INC	MARVELL TECHNOLOGY	G5876H105  	29,615
2012-11-07	ADVANCE_CAPITAL_I_INC	MINE SAFETY APPLIANC	602720104  	6,200
2012-11-07	ADVANCE_CAPITAL_I_INC	MSCI INC	55354G100  	12,200
2012-11-07	ADVANCE_CAPITAL_I_INC	MICROSOFT	594918104  	58,315
2012-11-07	ADVANCE_CAPITAL_I_INC	MSC INDUSTRIAL DIREC	553530106  	6,200
2012-11-07	ADVANCE_CAPITAL_I_INC	METTLER-TOLEDO INTL.	592688105  	2,500
2012-11-07	ADVANCE_CAPITAL_I_INC	MYLAN INCCOM	628530107  	22,200
2012-11-07	ADVANCE_CAPITAL_I_INC	NATIONAL INSTRUMENTSCORP.	636518102  	9,500
2012-11-07	ADVANCE_CAPITAL_I_INC	NCR CORPCOM	62886E108  	25,700
2012-11-07	ADVANCE_CAPITAL_I_INC	NEXTERA ENERGY INC	65339F101  	4,600
2012-11-07	ADVANCE_CAPITAL_I_INC	NEWMARKET CORP	651587107  	1,100
2012-11-07	ADVANCE_CAPITAL_I_INC	NATIONAL FUEL GAS	636180101  	8,400
2012-11-07	ADVANCE_CAPITAL_I_INC	NIKE	654106103  	6,800
2012-11-07	ADVANCE_CAPITAL_I_INC	NATIONAL RETAIL PROP	637417106  	10,900
2012-11-07	ADVANCE_CAPITAL_I_INC	NORTHERN OIL & GAS	665531109  	11,400
2012-11-07	ADVANCE_CAPITAL_I_INC	NATIONAL OILWELLVARCO INC	637071101  	19,100
2012-11-07	ADVANCE_CAPITAL_I_INC	NEUSTAR INC	64126X201  	9,500
2012-11-07	ADVANCE_CAPITAL_I_INC	NORTHERN TRUST CORPORATION	665859104  	13,300
2012-11-07	ADVANCE_CAPITAL_I_INC	NVIDIA CORP.	67066G104  	16,585
2012-11-07	ADVANCE_CAPITAL_I_INC	NV ENERGY INCCOM	67073Y106  	23,700
2012-11-07	ADVANCE_CAPITAL_I_INC	NXP SEMICONDUCTOR	N6596X109  	24,900
2012-11-07	ADVANCE_CAPITAL_I_INC	NEW YORK COMM BANCOR	649445103  	44,400
2012-11-07	ADVANCE_CAPITAL_I_INC	REALTY INCOME CORP	756109104  	13,200
2012-11-07	ADVANCE_CAPITAL_I_INC	OMNICARE INC	681904108  	11,400
2012-11-07	ADVANCE_CAPITAL_I_INC	OGE ENERGY PROGRAM	670837103  	9,900
2012-11-07	ADVANCE_CAPITAL_I_INC	OCEANEERING INTERNAT	675232102  	13,300
2012-11-07	ADVANCE_CAPITAL_I_INC	OIL STATES INTL	678026105  	20,300
2012-11-07	ADVANCE_CAPITAL_I_INC	ORACLE	68389X105  	34,301
2012-11-07	ADVANCE_CAPITAL_I_INC	OLD REPUBLIC INTL	680223104  	24,300
2012-11-07	ADVANCE_CAPITAL_I_INC	OCCIDENTAL PETROLEUM	674599105  	11,776
2012-11-07	ADVANCE_CAPITAL_I_INC	VERIFONE SYSTEMS INC	92342Y109  	28,800
2012-11-07	ADVANCE_CAPITAL_I_INC	PROSPERITY BANCSHARE	743606105  	7,300
2012-11-07	ADVANCE_CAPITAL_I_INC	PEPSICO, INC.	713448108  	13,600
2012-11-07	ADVANCE_CAPITAL_I_INC	PFIZER INC.	717081103  	27,520
2012-11-07	ADVANCE_CAPITAL_I_INC	PROCTOR & GAMBLE	742718109  	30,500
2012-11-07	ADVANCE_CAPITAL_I_INC	POLARIS INDUSTRIES	731068102  	5,000
2012-11-07	ADVANCE_CAPITAL_I_INC	PACKAGING CORP OF AM	695156109  	9,800
2012-11-07	ADVANCE_CAPITAL_I_INC	PNC BANK CORPORATION	693475105  	16,900
2012-11-07	ADVANCE_CAPITAL_I_INC	PANERA BREAD CO	69840W108  	2,800
2012-11-07	ADVANCE_CAPITAL_I_INC	PPG INDS INC.	693506107  	2,550
2012-11-07	ADVANCE_CAPITAL_I_INC	PPL CORPORATION	69351T106  	22,500
2012-11-07	ADVANCE_CAPITAL_I_INC	PERRIGO COMPANY	714290103  	4,950
2012-11-07	ADVANCE_CAPITAL_I_INC	PHILLIPS 66	718546104  	4,537
2012-11-07	ADVANCE_CAPITAL_I_INC	PVH CORP	693656100  	7,200
2012-11-07	ADVANCE_CAPITAL_I_INC	PLAINS EXPLORATION	726505100  	13,000
2012-11-07	ADVANCE_CAPITAL_I_INC	QUALCOMM INC	747525103  	15,800
2012-11-07	ADVANCE_CAPITAL_I_INC	REYNOLDS AMERICAN	761713106  	7,800
2012-11-07	ADVANCE_CAPITAL_I_INC	RACKSPACE HOSTING	750086100  	7,500
2012-11-07	ADVANCE_CAPITAL_I_INC	RENT-A-CENTER INC	76009N100  	9,400
2012-11-07	ADVANCE_CAPITAL_I_INC	EVEREST REINSURANCE	G3223R108  	5,300
2012-11-07	ADVANCE_CAPITAL_I_INC	REGENERON PHARMACEUT	75886F107  	3,500
2012-11-07	ADVANCE_CAPITAL_I_INC	RF MICRO DEVICES INC..	749941100  	27,800
2012-11-07	ADVANCE_CAPITAL_I_INC	REINSURANCE GROUPAMER INC	759351604  	10,900
2012-11-07	ADVANCE_CAPITAL_I_INC	ROYAL GOLD INC	780287108  	6,500
2012-11-07	ADVANCE_CAPITAL_I_INC	RIO TINTO PLC	767204100  	17,300
2012-11-07	ADVANCE_CAPITAL_I_INC	RAYMOND JAMES FINANCIAL, INC.	754730109  	11,200
2012-11-07	ADVANCE_CAPITAL_I_INC	ROCK-TENN CO	772739207  	5,300
2012-11-07	ADVANCE_CAPITAL_I_INC	RESMED INC.	761152107  	11,200
2012-11-07	ADVANCE_CAPITAL_I_INC	ROVI CORP	779376102  	10,300
2012-11-07	ADVANCE_CAPITAL_I_INC	RPM INTERNATIONALINC	749685103  	13,100
2012-11-07	ADVANCE_CAPITAL_I_INC	RELIANCE STEEL & ALU	759509102  	7,500
2012-11-07	ADVANCE_CAPITAL_I_INC	RAYTHEON CO	755111507  	5,500
2012-11-07	ADVANCE_CAPITAL_I_INC	RAYONIER INC	754907103  	12,300
2012-11-07	ADVANCE_CAPITAL_I_INC	SIGNATURE BANK	82669G104  	4,700
2012-11-07	ADVANCE_CAPITAL_I_INC	SERVICE CORP INTL	817565104  	21,900
2012-11-07	ADVANCE_CAPITAL_I_INC	SEI CORPORATION	784117103  	19,800
2012-11-07	ADVANCE_CAPITAL_I_INC	SMITHFIELD FOODS INC	832248108  	13,600
2012-11-07	ADVANCE_CAPITAL_I_INC	SHAW GROUP INC	820280105  	6,800
2012-11-07	ADVANCE_CAPITAL_I_INC	SILICON VALLEY BANCSHARES	78486Q101  	4,500
2012-11-07	ADVANCE_CAPITAL_I_INC	JM SMUCKER CO	832696405  	6,800
2012-11-07	ADVANCE_CAPITAL_I_INC	SILICON LABORATORIES	826919102  	6,900
2012-11-07	ADVANCE_CAPITAL_I_INC	SL GREEN REALTY CORP	78440X101  	8,900
2012-11-07	ADVANCE_CAPITAL_I_INC	SILGAN HOLDINGS INC	827048109  	4,900
2012-11-07	ADVANCE_CAPITAL_I_INC	SOLERA HOLDINGS INC	83421A104  	16,950
2012-11-07	ADVANCE_CAPITAL_I_INC	SM ENERGY CO	78454L100  	6,400
2012-11-07	ADVANCE_CAPITAL_I_INC	SENIOR HOUSING PROP	81721M109  	17,600
2012-11-07	ADVANCE_CAPITAL_I_INC	SYNOPSYS, INC.*	871607107  	18,400
2012-11-07	ADVANCE_CAPITAL_I_INC	SUPERIOR ENERGY SERV	868157108  	15,800
2012-11-07	ADVANCE_CAPITAL_I_INC	SPX CORPCOM	784635104  	5,100
2012-11-07	ADVANCE_CAPITAL_I_INC	QUESTAR CORP	748356102  	17,700
2012-11-07	ADVANCE_CAPITAL_I_INC	SOLARWINDS INC	83416B109  	4,000
2012-11-07	ADVANCE_CAPITAL_I_INC	SKYWORKS SOLUTIONS I	83088M102  	45,100
2012-11-07	ADVANCE_CAPITAL_I_INC	STRYKER CORPORATION	863667101  	11,400
2012-11-07	ADVANCE_CAPITAL_I_INC	AT&T	00206R102  	57,900
2012-11-07	ADVANCE_CAPITAL_I_INC	TAUBMAN CENTERS INC	876664103  	6,300
2012-11-07	ADVANCE_CAPITAL_I_INC	TORONTO DOMINION	891160509  	7,800
2012-11-07	ADVANCE_CAPITAL_I_INC	TERADATA CORPORATION	88076W103  	8,300
2012-11-07	ADVANCE_CAPITAL_I_INC	TECH DATA CORPCOM	878237106  	6,300
2012-11-07	ADVANCE_CAPITAL_I_INC	Teva Pharmaceutical	881624209  	34,400
2012-11-07	ADVANCE_CAPITAL_I_INC	TRIUMPH GROUP INCCOM	896818101  	5,000
2012-11-07	ADVANCE_CAPITAL_I_INC	TARGET CORP.	87612E106  	10,700
2012-11-07	ADVANCE_CAPITAL_I_INC	THORATEC CORPORATION	885175307  	9,000
2012-11-07	ADVANCE_CAPITAL_I_INC	TIBCO SOFTWARE INC	88632Q103  	15,700
2012-11-07	ADVANCE_CAPITAL_I_INC	TJX COMPANIES, INC.	872540109  	7,500
2012-11-07	ADVANCE_CAPITAL_I_INC	TIMKEN CO	887389104  	13,300
2012-11-07	ADVANCE_CAPITAL_I_INC	TOLL BROTHERS, INC.	889478103  	15,100
2012-11-07	ADVANCE_CAPITAL_I_INC	Trimble Navigation	896239100  	12,700
